transcript_id,transcript_position,score
tx_id_0,0,0.05162721844253379
tx_id_0,10,0.6450107382029627
tx_id_0,20,0.7626616880527183
tx_id_0,30,0.8016545918716413
tx_id_0,40,0.3130213167612847
tx_id_0,50,0.09000903220176305
tx_id_0,60,0.03297287588371578
tx_id_0,70,0.07662280659880143
tx_id_0,80,0.04043600025573522
tx_id_0,90,0.03686153121770586
tx_id_0,100,0.027556875443669217
tx_id_0,110,0.0407195050974197
tx_id_0,120,0.944497832573454
tx_id_0,130,0.033051638408246084
tx_id_0,140,0.23678937888740853
tx_id_0,150,0.10613307781757705
tx_id_0,160,0.11920789317394882
tx_id_0,170,0.10828950964542243
tx_id_0,180,0.7518518140568464
tx_id_0,190,0.18922326319022637
tx_id_0,200,0.32596630753681094
tx_id_0,210,0.687300962067073
tx_id_0,220,0.08684081158230879
tx_id_0,230,0.05315831854902506
tx_id_0,240,0.9104804305267995
tx_id_0,250,0.3292922972153572
tx_id_0,260,0.4009585157064388
tx_id_0,270,0.07647175013311007
tx_id_0,280,0.03119955968171314
tx_id_0,290,0.05825811771358297
tx_id_0,300,0.7085432729575276
tx_id_0,310,0.9122143623503361
tx_id_0,320,0.10063090657077048
tx_id_0,330,0.0773093121074616
tx_id_0,340,0.027700156038025885
tx_id_0,350,0.48356421624986584
tx_id_0,360,0.6765495577895517
tx_id_0,370,0.7380434412345873
tx_id_0,380,0.2252527652289026
tx_id_0,390,0.7441476257679501
tx_id_0,400,0.04770724353359999
tx_id_0,410,0.030574970278891212
tx_id_0,420,0.06585542115901809
tx_id_0,430,0.1308380560521274
tx_id_0,440,0.7968390599575188
tx_id_0,450,0.8043687124396736
tx_id_0,460,0.162601922112031
tx_id_0,470,0.02724759657273422
tx_id_0,480,0.16861938810131066
tx_id_0,490,0.25552673292614425
tx_id_0,500,0.7056739566339755
tx_id_0,510,0.7541033045669693
tx_id_0,520,0.04833635964059768
tx_id_0,530,0.3431580584351546
tx_id_0,540,0.0944221213190449
tx_id_0,550,0.032362624053522256
tx_id_0,560,0.09819082772221487
tx_id_0,570,0.05072141643542024
tx_id_0,580,0.03973959252114246
tx_id_0,590,0.03888893245581253
tx_id_0,600,0.08516505347127926
tx_id_0,610,0.11651891539401782
tx_id_0,620,0.24155683219034724
tx_id_0,630,0.4060506230708132
tx_id_0,640,0.3401418391831826
tx_id_0,650,0.6711355073138585
tx_id_0,660,0.22778559958421993
tx_id_0,670,0.8505158932395752
tx_id_0,680,0.8021174435083581
tx_id_0,690,0.7492782446090945
tx_id_0,700,0.18984722088647413
tx_id_0,710,0.15108483289902375
tx_id_0,720,0.31712252996967805
tx_id_0,730,0.03520254940406574
tx_id_0,740,0.10138349810437212
tx_id_0,750,0.1585525393456151
tx_id_0,760,0.40886199479001734
tx_id_0,770,0.11688047783492014
tx_id_0,780,0.13607741217468
tx_id_0,790,0.8559923231248479
tx_id_0,800,0.10750009551455963
tx_id_0,810,0.12063385856489559
tx_id_0,820,0.12438755253410361
tx_id_0,830,0.01733366109805299
tx_id_0,840,0.055975878368674334
tx_id_0,850,0.8664599505867722
tx_id_0,860,0.2805815964167521
tx_id_0,870,0.8979186649841828
tx_id_0,880,0.7018067979376809
tx_id_0,890,0.4750436235493656
tx_id_0,900,0.04297535510635792
tx_id_0,910,0.04465270730855456
tx_id_0,920,0.8508807565467025
tx_id_0,930,0.24336287394350573
tx_id_0,940,0.594840445570543
tx_id_0,950,0.06151971682299236
tx_id_0,960,0.6629859606002478
tx_id_0,970,0.24699167030027125
tx_id_0,980,0.05738181290097884
tx_id_0,990,0.19385627390963822
tx_id_0,1000,0.8424154713948211
tx_id_0,1010,0.7484625118846837
tx_id_0,1020,0.8257255917711493
tx_id_0,1030,0.29614696599093715
tx_id_0,1040,0.4549753962792304
tx_id_0,1050,0.039233485385181455
tx_id_0,1060,0.6694596104280304
tx_id_0,1070,0.032243398440054596
tx_id_0,1080,0.7775747017383969
tx_id_0,1090,0.6677902858156467
tx_id_0,1100,0.028585594326156764
tx_id_0,1110,0.7887753213028121
tx_id_0,1120,0.7794497987583402
tx_id_0,1130,0.6184632957956643
tx_id_0,1140,0.8089829952721085
tx_id_0,1150,0.18459995574934943
tx_id_0,1160,0.1972823828508598
tx_id_0,1170,0.09052053204606829
tx_id_0,1180,0.6437558677107051
tx_id_0,1190,0.7617656721855268
tx_id_0,1200,0.03532094481548635
tx_id_0,1210,0.9398788253170722
tx_id_0,1220,0.18481322111561216
tx_id_0,1230,0.6992014958662953
tx_id_0,1240,0.1057876617611609
tx_id_0,1250,0.08764797908234982
tx_id_0,1260,0.024002138289704128
tx_id_0,1270,0.15184008814314712
tx_id_0,1280,0.11739813424978793
tx_id_0,1290,0.14928726135126183
tx_id_0,1300,0.07573063783997977
tx_id_0,1310,0.9020174860375294
tx_id_0,1320,0.06128150040567217
tx_id_0,1330,0.3125422568539634
tx_id_0,1340,0.7673036935581421
tx_id_0,1350,0.539293670215983
tx_id_0,1360,0.7230864233774523
tx_id_0,1370,0.05818919563468185
tx_id_0,1380,0.6030945264358122
tx_id_0,1390,0.6057981012641689
tx_id_0,1400,0.6171873561026954
tx_id_0,1410,0.15010639881316212
tx_id_0,1420,0.39059230985415383
tx_id_0,1430,0.02588064960345117
tx_id_0,1440,0.295423058785455
tx_id_0,1450,0.07026761786204197
tx_id_0,1460,0.7633076222706351
tx_id_0,1470,0.0932509196831366
tx_id_0,1480,0.09696649009565912
tx_id_0,1490,0.4007275554516838
tx_id_0,1500,0.22544851382002934
tx_id_0,1510,0.07293969163773985
tx_id_0,1520,0.5493873883334954
tx_id_0,1530,0.06669016623086832
tx_id_0,1540,0.21411877174543575
tx_id_0,1550,0.7720365064352763
tx_id_0,1560,0.10683777656891082
tx_id_0,1570,0.04200367637452677
tx_id_0,1580,0.3456869500507785
tx_id_0,1590,0.17219988717403617
tx_id_0,1600,0.020551701618051133
tx_id_0,1610,0.21082820512250125
tx_id_0,1620,0.8463100802219893
tx_id_0,1630,0.23356116272250255
tx_id_0,1640,0.35792712477594923
tx_id_0,1650,0.4452149273728421
tx_id_0,1660,0.2564980178049735
tx_id_0,1670,0.16570971459324385
tx_id_0,1680,0.7516711717177202
tx_id_0,1690,0.04210046216083657
tx_id_0,1700,0.053280859858930905
tx_id_0,1710,0.8095952872076847
tx_id_0,1720,0.6377268885307443
tx_id_0,1730,0.07758032241501607
tx_id_0,1740,0.09868154140089519
tx_id_0,1750,0.9440670068429511
tx_id_0,1760,0.8305960969129466
tx_id_0,1770,0.046065774143581976
tx_id_0,1780,0.05378872241502854
tx_id_0,1790,0.2026266792817591
tx_id_0,1800,0.030004850666495785
tx_id_0,1810,0.6948991269349966
tx_id_0,1820,0.2807437785890059
tx_id_0,1830,0.035279394848808286
tx_id_0,1840,0.0674563159496199
tx_id_0,1850,0.02262234536491117
tx_id_0,1860,0.8252982220830702
tx_id_0,1870,0.31788178047007276
tx_id_0,1880,0.052297146187634196
tx_id_1,0,0.053526517603005495
tx_id_1,10,0.6496970174575947
tx_id_1,20,0.7698618060806379
tx_id_1,30,0.8154924364101982
tx_id_1,40,0.298273586558612
tx_id_1,50,0.09114321262203737
tx_id_1,60,0.03402245567768437
tx_id_1,70,0.07493149528626246
tx_id_1,80,0.04118967847181471
tx_id_1,90,0.04243986189547218
tx_id_1,100,0.027633706150206477
tx_id_1,110,0.043214198015294754
tx_id_1,120,0.9406328169782927
tx_id_1,130,0.03449002283503902
tx_id_1,140,0.23437310481353388
tx_id_1,150,0.09913881104027489
tx_id_1,160,0.12724006158921894
tx_id_1,170,0.10710550817637585
tx_id_1,180,0.7526233962960925
tx_id_1,190,0.19020714151467538
tx_id_1,200,0.3161919302924739
tx_id_1,210,0.6816487522686848
tx_id_1,220,0.08941731366166472
tx_id_1,230,0.05808374548054717
tx_id_1,240,0.9088702080231902
tx_id_1,250,0.32508722099278986
tx_id_1,260,0.41466847661467754
tx_id_1,270,0.07530214938318355
tx_id_1,280,0.026825503633720018
tx_id_1,290,0.06616564871966986
tx_id_1,300,0.6965335326320017
tx_id_1,310,0.9120258082257298
tx_id_1,320,0.11266319373832845
tx_id_1,330,0.08599809211489003
tx_id_1,340,0.02925326578914601
tx_id_1,350,0.46483972506290977
tx_id_1,360,0.6604829006176139
tx_id_1,370,0.7270584005721428
tx_id_1,380,0.22506785410974156
tx_id_1,390,0.6755811587085181
tx_id_1,400,0.048361351800133415
tx_id_1,410,0.031421791975052245
tx_id_1,420,0.06653168553361903
tx_id_1,430,0.13302553036087753
tx_id_1,440,0.7774775932951978
